"","SYMBOL","GENENAME","ENTREZID","logFC","logCPM","F","PValue","FDR","direction"
"ENSMUSG00000036246","Gmip","Gem-interacting protein",78816,-1.19077612278028,4.16911153045481,13.0948087220089,0.00114606260293896,0.0151819923682172,"down"
"ENSMUSG00000036330","Slc18a1","solute carrier family 18 (vesicular monoamine), member 1",110877,-1.1017175376743,2.85325048919344,13.0889562203961,0.00114850335443273,0.0151964106976943,"down"
"ENSMUSG00000068009","Bpifb6","BPI fold containing family B, member 6",228796,-6.01138642390546,-2.20625390712742,15.9210080799038,0.00115022726725175,0.0151964106976943,"down"
"ENSMUSG00000043895","S1pr2","sphingosine-1-phosphate receptor 2",14739,1.10336255890347,3.01353553108336,13.0843825543166,0.00115041467598069,0.0151964106976943,"up"
"ENSMUSG00000058216","Gstp3","glutathione S-transferase pi 3",225884,-1.66073562104491,2.97386176235489,13.0830588393654,0.00115096849220745,0.0151964106976943,"down"
"ENSMUSG00000019773","Fbxo5","F-box protein 5",67141,-1.82940602796586,1.07082689052854,13.0768394454843,0.00115357441456359,0.015207945331004,"down"
"ENSMUSG00000028609","Magoh","mago homolog, exon junction complex core component",17149,-1.0538037439837,4.76338789902461,13.0748797705151,0.00115439683456427,0.015207945331004,"down"
"ENSMUSG00000058979","Hdhd5","haloacid dehalogenase like hydrolase domain containing 5",214932,-0.70754076226094,4.80273917528917,13.0741401456635,0.00115470739842893,0.015207945331004,"down"
"ENSMUSG00000031520","Vegfc","vascular endothelial growth factor C",22341,-1.40586465192892,2.11432900606999,13.0709920098656,0.0011560302890396,0.0152127853656012,"down"
"ENSMUSG00000078485","Plekhn1","pleckstrin homology domain containing, family N member 1",231002,-0.968777253498048,4.22400237624416,13.0619146000616,0.00115985389997185,0.0152504984717191,"down"
"ENSMUSG00000020063","Sirt1","sirtuin 1",93759,-1.11691645316385,3.62692109298411,13.0528769368485,0.00116367431746826,0.0152881073903029,"down"
"ENSMUSG00000037361","Sf3b6","splicing factor 3B, subunit 6",66055,-0.738897240937123,5.20036867047988,13.0366681067778,0.00117056017283172,0.015337809729483,"down"
"ENSMUSG00000089917","Uckl1","uridine-cytidine kinase 1-like 1",68556,-0.767825665920558,5.0058221918813,13.0359478310459,0.00117086717895505,0.015337809729483,"down"
"ENSMUSG00000000817","Fasl","Fas ligand (TNF superfamily, member 6)",14103,-2.50906357867064,-0.525366244527128,13.0349856281276,0.00117127743816384,0.015337809729483,"down"
"ENSMUSG00000030738","Eif3c","eukaryotic translation initiation factor 3, subunit C",56347,0.909447465891874,7.16585795325382,13.0349081700587,0.00117131047108279,0.015337809729483,"up"
"ENSMUSG00000033124","Atg9a","autophagy related 9A",245860,1.76078608563092,4.97753975719162,13.0284253457378,0.001174078712078,0.0153614259099572,"up"
"ENSMUSG00000020228","Helb","helicase (DNA) B",117599,0.885776904073272,4.10592955499424,13.0250350062552,0.00117552923460346,0.0153677766852143,"up"
"ENSMUSG00000046675","Tmem251","transmembrane protein 251",320351,-1.01724203691577,3.08163418943243,13.0209007943323,0.00117730063048712,0.0153783083997099,"down"
"ENSMUSG00000060681","Slc9a6","solute carrier family 9 (sodium/hydrogen exchanger), member 6",236794,1.66204516489438,4.76241434622894,13.0141772556607,0.0011801876306635,0.0154033833139794,"up"
"ENSMUSG00000059173","Pde1a","phosphodiesterase 1A, calmodulin-dependent",18573,-1.6568215560585,1.56974468685086,13.0077475310149,0.00118295561190689,0.0154268650355393,"down"
"ENSMUSG00000058715","Fcer1g","Fc receptor, IgE, high affinity I, gamma polypeptide",14127,-1.55765014979165,4.89234077474737,13.0030833566582,0.00118496790799548,0.0154349413514604,"down"
"ENSMUSG00000037355","Uvssa","UV stimulated scaffold protein A",71101,-0.84623822101052,4.46234716993523,13.0018199713796,0.00118551361381875,0.0154349413514604,"down"
"ENSMUSG00000005580","Adcy9","adenylate cyclase 9",11515,1.71153470496767,3.79387323910574,12.996442562524,0.00118783936125729,0.0154525867232842,"up"
"ENSMUSG00000044906","4930503L19Rik","RIKEN cDNA 4930503L19 gene",269033,-1.52029762297333,2.54850022767582,12.9802605036584,0.00119486788220062,0.0155313316639024,"down"
"ENSMUSG00000034190","Chmp7","charged multivesicular body protein 7",105513,1.22590689998427,6.48507649872272,12.9753943050255,0.00119699022821801,0.0155417061711953,"up"
"ENSMUSG00000022559","Fbxl6","F-box and leucine-rich repeat protein 6",30840,-1.14434655496979,4.8320272959151,12.9739564118914,0.00119761812925056,0.0155417061711953,"down"
"ENSMUSG00000078515","Ddi2","DNA-damage inducible protein 2",68817,0.672956116614002,7.53378583344726,12.9379742711824,0.00121344706545942,0.0157342977388521,"up"
"ENSMUSG00000000489","Pdgfb","platelet derived growth factor, B polypeptide",18591,-1.76524059409912,1.84970669505762,12.9212646461051,0.00122087438423422,0.0158177240196595,"down"
"ENSMUSG00000020456","Ogdh","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)",18293,0.97266346410054,7.79619355970793,12.9108259203566,0.00122553919606681,0.0158652525357494,"up"
"ENSMUSG00000035722","Abca7","ATP-binding cassette, sub-family A (ABC1), member 7",27403,-1.08855882857183,4.05948519231841,12.9060325766633,0.00122768765989453,0.0158801548403741,"down"
"ENSMUSG00000027301","Oxt","oxytocin",18429,-5.64658147967805,-2.18712907121328,13.3822329224304,0.00122934391859372,0.01588867144137,"down"
"ENSMUSG00000038085","Cnbd2","cyclic nucleotide binding domain containing 2",70873,-1.87951662702491,1.28185956464114,12.8927895316927,0.00123364457170514,0.0159313240188653,"down"
"ENSMUSG00000043323","Fbrsl1","fibrosin-like 1",381668,-1.02242461296273,5.26145121083703,12.8864476938675,0.00123650825107922,0.0159553653824428,"down"
"ENSMUSG00000074781","Ube2n","ubiquitin-conjugating enzyme E2N",93765,-0.622959766659912,4.31244496244952,12.8741036163259,0.00124210283891974,0.0160145777361288,"down"
"ENSMUSG00000035711","Dok3","docking protein 3",27261,-2.04994777896793,3.46742199939422,12.8675195048671,0.00124509804943161,0.016031487357695,"down"
"ENSMUSG00000038067","Csf3","colony stimulating factor 3 (granulocyte)",12985,-5.91351128887279,-2.14821705252446,13.3442686814415,0.00124542798853663,0.016031487357695,"down"
"ENSMUSG00000030530","Furin","furin (paired basic amino acid cleaving enzyme)",18550,1.03769052146945,7.94975858126058,12.856081100697,0.0012503200845602,0.0160814593751632,"up"
"ENSMUSG00000063087","Gm10125","predicted gene 10125",791318,-2.78460032072599,-0.559516263801969,12.8519359438378,0.00125221832089804,0.0160928751603386,"down"
"ENSMUSG00000058638","Zfp110","zinc finger protein 110",65020,0.696143844757696,4.93891004824231,12.8463398551329,0.00125478592936599,0.0161128680268506,"up"
"ENSMUSG00000020908","Myh3","myosin, heavy polypeptide 3, skeletal muscle, embryonic",17883,-4.2322856515765,-0.151907682383215,12.8436077384396,0.00125604154648714,0.0161145055007002,"down"
"ENSMUSG00000052384","Nrros","negative regulator of reactive oxygen species",224109,-1.30851979272581,3.52418164834256,12.8415850122715,0.00125697201710746,0.0161145055007002,"down"
"ENSMUSG00000081207","Mup-ps16","major urinary protein, pseudogene 16",667278,-7.8413695883874,3.98937840114551,13.0548431161492,0.00125856983079439,0.0161145055007002,"down"
"ENSMUSG00000027300","Ubox5","U box domain containing 5",140629,0.793793488213863,3.40737801901853,12.8338355879392,0.00126054370061823,0.0161145055007002,"up"
"ENSMUSG00000034610","Tut4","terminal uridylyl transferase 4",230594,1.32411111899893,5.15431162275813,12.8336264340813,0.00126064025047149,0.0161145055007002,"up"
"ENSMUSG00000035545","Leng8","leukocyte receptor cluster (LRC) member 8",232798,-1.07988658370431,7.10334703994139,12.8328784325111,0.00126098560911087,0.0161145055007002,"down"
"ENSMUSG00000039911","Spsb1","splA/ryanodine receptor domain and SOCS box containing 1",74646,-2.09915983754692,1.54258095401052,12.8282222066493,0.00126313772347385,0.0161290633286882,"down"
"ENSMUSG00000027684","Mecom","MDS1 and EVI1 complex locus",14013,1.50196728813726,2.20693017991238,12.8233666512836,0.00126538618767015,0.0161448271364357,"up"
"ENSMUSG00000038591","Colec10","collectin sub-family member 10",239447,1.5509674802341,4.36135369489317,12.8206737121138,0.00126663506855446,0.0161478224152063,"up"
"ENSMUSG00000058392","Rrp1b","ribosomal RNA processing 1B",72462,-0.893737910549641,3.08317486649377,12.7958039942781,0.00127823170234826,0.0162635534020923,"down"
"ENSMUSG00000030104","Edem1","ER degradation enhancer, mannosidase alpha-like 1",192193,0.765123147903184,7.4949529732592,12.7949273800726,0.00127864254687565,0.0162635534020923,"up"
"ENSMUSG00000042377","Fam83g","family with sequence similarity 83, member G",69640,-1.65193241749799,3.35111623337758,12.793662454193,0.00127923563322484,0.0162635534020923,"down"
"ENSMUSG00000028945","Rheb","Ras homolog enriched in brain",19744,-0.748362857590175,5.83171275994649,12.792150145687,0.00127994509936568,0.0162635534020923,"down"
"ENSMUSG00000019978","Epb41l2","erythrocyte membrane protein band 4.1 like 2",13822,-1.00052487402184,4.41715019578204,12.7898232678553,0.00128103753153905,0.0162635534020923,"down"
"ENSMUSG00000060961","Slc4a4","solute carrier family 4 (anion exchanger), member 4",54403,1.31016462971589,5.39155151277097,12.7877883798961,0.00128199370326749,0.0162635534020923,"up"
"ENSMUSG00000074785","Plxnc1","plexin C1",54712,1.01350707098489,4.20882131623296,12.7839591261227,0.00128379511551003,0.0162635534020923,"up"
"ENSMUSG00000013646","Sh3bp5l","SH3 binding domain protein 5 like",79566,0.667516963068832,4.61703454880247,12.7837701087847,0.00128388410641399,0.0162635534020923,"up"
"ENSMUSG00000017009","Sdc4","syndecan 4",20971,-1.26842011096467,8.65250142140369,12.7723378937416,0.00128927887500626,0.0163189090037558,"down"
"ENSMUSG00000035245","Eogt","EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase",101351,-1.19783641668122,3.35870765664197,12.7667119345171,0.00129194268980172,0.0163295254235896,"down"
"ENSMUSG00000020986","Sec23a","SEC23 homolog A, COPII coat complex component",20334,1.2506475735091,6.28510964532682,12.764855183113,0.00129282313840843,0.0163295254235896,"up"
"ENSMUSG00000029084","Cd38","CD38 antigen",12494,-1.16532603875966,4.27286501270385,12.7640730296142,0.00129319421962862,0.0163295254235896,"down"
"ENSMUSG00000022175","Lrp10","low-density lipoprotein receptor-related protein 10",65107,0.762967431477811,6.22552335325685,12.7617302883165,0.00129430638621664,0.0163306185322723,"up"
"ENSMUSG00000047126","Cltc","clathrin, heavy polypeptide (Hc)",67300,1.37572999654399,7.82860190068764,12.7568886680225,0.00129660811245134,0.0163467070265738,"up"
"ENSMUSG00000042717","Ppp1r3a","protein phosphatase 1, regulatory subunit 3A",140491,5.90224102937797,-1.89422376253278,12.9608831218359,0.00130134811863044,0.0163891992592381,"up"
"ENSMUSG00000052013","Btla","B and T lymphocyte associated",208154,-1.85717911268944,1.10889843547648,12.7455055118178,0.00130203712007386,0.0163891992592381,"down"
"ENSMUSG00000039316","Rftn1","raftlin lipid raft linker 1",76438,-1.46660056035703,2.02589671383744,12.7420075481711,0.00130371033600978,0.0163972983256585,"down"
"ENSMUSG00000075297","H60b","histocompatibility 60b",667281,5.22915284275555,-2.03088469489936,12.9504769297716,0.00130618192366227,0.016415418129814,"up"
"ENSMUSG00000027194","Ttc17","tetratricopeptide repeat domain 17",74569,0.833615337746768,5.06391474643672,12.7251203293342,0.00131182085417155,0.0164732834865722,"up"
"ENSMUSG00000049680","Urgcp","upregulator of cell proliferation",72046,0.903062713654075,4.99906346123623,12.7189625939669,0.00131479178834166,0.016497580493116,"up"
"ENSMUSG00000068686","Cd59b","CD59b antigen",333883,-1.90146726064287,1.35652728356592,12.7124466515396,0.00131794345096408,0.0165080269809405,"down"
"ENSMUSG00000038387","Rras","related RAS viral (r-ras) oncogene",20130,-0.741695263752344,5.080181943574,12.7118737557844,0.00131822094137616,0.0165080269809405,"down"
"ENSMUSG00000087165","2010001A14Rik","RIKEN cDNA 2010001A14 gene",76516,-1.1905047793233,2.40086593087929,12.7108137123728,0.00131873455503086,0.0165080269809405,"down"
"ENSMUSG00000026427","Eif2d","eukaryotic translation initiation factor 2D",16865,1.00222712757007,5.62260196245463,12.7024328460212,0.00132280287015236,0.0165459466625578,"up"
"ENSMUSG00000039886","Tmem120a","transmembrane protein 120A",215210,1.27696448468749,5.88187656522678,12.698719044332,0.0013246099832047,0.0165527187849565,"up"
"ENSMUSG00000006519","Cyba","cytochrome b-245, alpha polypeptide",13057,-1.67259575731354,4.42900714094668,12.6958130496177,0.00132602587913133,0.0165527187849565,"down"
"ENSMUSG00000059991","Nptx2","neuronal pentraxin 2",53324,-3.21385524384727,-1.89055467500489,12.6935866921423,0.00132711173778312,0.0165527187849565,"down"
"ENSMUSG00000024847","Aip","aryl-hydrocarbon receptor-interacting protein",11632,1.02927829155727,3.26936470184533,12.6915864519631,0.00132808813037966,0.0165527187849565,"up"
"ENSMUSG00000026159","Agfg1","ArfGAP with FG repeats 1",15463,0.880698907561433,5.25297140517482,12.690657149625,0.00132854202142652,0.0165527187849565,"up"
"ENSMUSG00000054717","Hmgb2","high mobility group box 2",97165,-1.82644165525686,2.57636583338792,12.6809670580432,0.00133328484848654,0.0165967153213878,"down"
"ENSMUSG00000026975","Dph7","diphthamine biosynethesis 7",67228,-0.736351162117476,2.73034047848295,12.6772599812662,0.00133510410821618,0.0165967153213878,"down"
"ENSMUSG00000002983","Relb","avian reticuloendotheliosis viral (v-rel) oncogene related B",19698,-1.5266719824831,2.28665719652691,12.6763333193851,0.0013355592886282,0.0165967153213878,"down"
"ENSMUSG00000033788","Dysf","dysferlin",26903,-1.60769923932129,3.50359756597991,12.6749431048691,0.00133624248207117,0.0165967153213878,"down"
"ENSMUSG00000036376","Abt1","activator of basal transcription 1",30946,-0.901846960962413,3.78985165001012,12.6673210474216,0.00133999489601987,0.0166106523124139,"down"
"ENSMUSG00000002658","Gtf2f1","general transcription factor IIF, polypeptide 1",98053,-0.78688232359269,5.37823626278972,12.6671549502865,0.00134007679369728,0.0166106523124139,"down"
"ENSMUSG00000081887","Gm12097","coiled-coil domain containing 47 pseudogene",100534353,-3.83517978806544,-1.59526133617181,12.6655478834307,0.0013408694705905,0.0166106523124139,"down"
"ENSMUSG00000031639","Tlr3","toll-like receptor 3",142980,1.13722923898991,3.40758802042679,12.6641946697315,0.00134153732800127,0.0166106523124139,"up"
"ENSMUSG00000079677","Fdx2","ferredoxin 2",68165,-3.16333384109817,-0.985130620513475,12.661778227881,0.00134273081750319,0.0166125118936312,"down"
"ENSMUSG00000033628","Pik3c3","phosphatidylinositol 3-kinase catalytic subunit type 3",225326,0.982643567741135,4.46563653281142,12.6542899197164,0.00134643659910605,0.0166454269934516,"up"
"ENSMUSG00000064368","ND6","NADH dehydrogenase subunit 6",17722,-2.59970648321933,6.46572548986274,12.643441032139,0.00135182503042522,0.0166990767722737,"down"
"ENSMUSG00000024776","Stambpl1","STAM binding protein like 1",76630,-2.53183965446534,2.11688528591572,12.6369337019174,0.00135506825056869,0.0167261641502366,"down"
"ENSMUSG00000031134","Rbmx","RNA binding motif protein, X chromosome",19655,-1.1325595287272,4.61352514141575,12.632138357036,0.00135746359647518,0.0167405035150855,"down"
"ENSMUSG00000021298","Gpr132","G protein-coupled receptor 132",56696,-2.00484984386052,0.923458252489411,12.629630591339,0.0013587180809336,0.0167405035150855,"down"
"ENSMUSG00000049502","Dtx3l","deltex 3-like, E3 ubiquitin ligase",209200,1.4281566139471,5.38770434978965,12.6283004549086,0.00135938397569588,0.0167405035150855,"up"
"ENSMUSG00000024914","Drap1","Dr1 associated protein 1 (negative cofactor 2 alpha)",66556,-0.640597619994624,6.13808766939195,12.61218298693,0.00136748075809676,0.0168271994676775,"down"
"ENSMUSG00000105388","Rpl36a-ps2","ribosomal protein L36A, pseudogene 2",100040331,-2.87273178321637,0.515982004175754,12.6099265490496,0.00136861844838162,0.0168281942498691,"down"
"ENSMUSG00000020955","Ap4s1","adaptor-related protein complex AP-4, sigma 1",11782,-1.06069293030082,3.37304339790842,12.6059045453856,0.00137064886489847,0.0168324093010134,"down"
"ENSMUSG00000105834","4930592C13Rik","RIKEN cDNA 4930592C13 gene",381498,-2.51310106426442,-0.173095256664111,12.604851188174,0.00137118116489095,0.0168324093010134,"down"
"ENSMUSG00000087385","Frg2f1","FSHD region gene 2 family member 1",433752,-1.051479562886,3.57840079391542,12.602969526125,0.00137213259264683,0.0168324093010134,"down"
"ENSMUSG00000046959","Slc26a1","solute carrier family 26 (sulfate transporter), member 1",231583,2.28439963161719,7.18396344113453,12.5909035576884,0.00137825047528818,0.0168944436628281,"up"
"ENSMUSG00000033644","Piwil2","piwi-like RNA-mediated gene silencing 2",57746,-2.41043447404692,-0.0823122332679628,12.5816332001868,0.00138297086721983,0.0169185364331767,"down"
"ENSMUSG00000032305","Fam219b","family with sequence similarity 219, member B",78323,-1.19928124166451,3.67498260077074,12.5800432817695,0.00138378219132764,0.0169185364331767,"down"
"ENSMUSG00000005871","Apc","APC, WNT signaling pathway regulator",11789,0.713661991797625,5.49280524899993,12.5790615022904,0.00138428344281913,0.0169185364331767,"up"
"ENSMUSG00000036882","Arhgap33","Rho GTPase activating protein 33",233071,-1.7889404239685,0.416577997739436,12.5777824811478,0.00138493674602725,0.0169185364331767,"down"
"ENSMUSG00000041741","Pde3a","phosphodiesterase 3A, cGMP inhibited",54611,-1.69141282459386,1.68058988328297,12.5766243733212,0.00138552857557385,0.0169185364331767,"down"
"ENSMUSG00000025178","Pi4k2a","phosphatidylinositol 4-kinase type 2 alpha",84095,0.600146416029301,6.49813282720597,12.5714115916123,0.00138819585047349,0.0169381168789957,"up"
"ENSMUSG00000022436","Sh3bp1","SH3-domain binding protein 1",20401,-1.92399091171346,1.66228470690011,12.5657209716254,0.00139111395022232,0.0169607254436371,"down"
"ENSMUSG00000027937","Jtb","jumping translocation breakpoint",23922,-0.785689379622903,5.73154202934623,12.5627129411085,0.00139265911421444,0.0169665731259652,"down"
"ENSMUSG00000024892","Pcx","pyruvate carboxylase",18563,1.50981733423131,8.6746802211999,12.5548718978425,0.00139669560742477,0.0169902096424532,"up"
"ENSMUSG00000022812","Gsk3b","glycogen synthase kinase 3 beta",56637,0.989589326483436,5.14505352513098,12.5547987833202,0.00139673330540546,0.0169902096424532,"up"
"ENSMUSG00000040415","Dtx3","deltex 3, E3 ubiquitin ligase",80904,-1.85653187986664,3.69735073949289,12.5497120842679,0.00139935871291324,0.0170086371238743,"down"
"ENSMUSG00000020459","Mtif2","mitochondrial translational initiation factor 2",76784,0.816683226784866,5.08473260107079,12.5477273224617,0.00140038455500843,0.0170086371238743,"up"
"ENSMUSG00000035674","Ndufa3","NADH:ubiquinone oxidoreductase subunit A3",66091,-1.2880116933388,7.2105471308585,12.5419340558199,0.00140338349944062,0.0170320697115801,"down"
"ENSMUSG00000049076","Acap2","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",78618,0.788027177506398,4.9951487566384,12.5384219986833,0.00140520492441659,0.01704118660433,"up"
"ENSMUSG00000059495","Arhgef12","Rho guanine nucleotide exchange factor (GEF) 12",69632,1.02714079023994,6.98267616013471,12.5282199159361,0.00141051041163231,0.0170925093488746,"up"
"ENSMUSG00000025791","Pgm1","phosphoglucomutase 1",72157,2.41060676311315,6.30987718199184,12.5247704559849,0.00141230915213122,0.0171012917333729,"up"
"ENSMUSG00000031167","Rbm3","RNA binding motif (RNP1, RRM) protein 3",19652,-1.01861471114809,5.21490316539925,12.5156507216842,0.00141707661842498,0.0171459809993776,"down"
"ENSMUSG00000047963","Stbd1","starch binding domain 1",52331,1.46805579725494,6.23787674627712,12.5123542746015,0.0014188041504587,0.0171538485100637,"up"
"ENSMUSG00000035637","Grhpr","glyoxylate reductase/hydroxypyruvate reductase",76238,1.39654760648791,7.62177590765387,12.5049964702776,0.00142266827210321,0.0171875166135807,"up"
"ENSMUSG00000032517","Mobp","myelin-associated oligodendrocytic basic protein",17433,-5.13206156500409,-1.87725266160926,14.382410358043,0.00142444461188632,0.0171955715133334,"down"
"ENSMUSG00000025147","Mob2","MOB kinase activator 2",101513,-0.834002396484576,4.55019895489984,12.4986078846348,0.00142603259433972,0.0171955715133334,"down"
"ENSMUSG00000040451","Sgms1","sphingomyelin synthase 1",208449,1.220312304713,4.08177360528936,12.4975798677836,0.00142657476412192,0.0171955715133334,"up"
"ENSMUSG00000064427","Gm22748","predicted gene, 22748",115488064,-4.02746610818243,-1.12692436478132,12.4895885975203,0.00143079690113177,0.0172334183485031,"down"
"ENSMUSG00000033991","Ttc37","tetratricopeptide repeat domain 37",218343,1.06669118646101,4.56985885678255,12.480294002959,0.00143572460487912,0.0172732933866893,"up"
"ENSMUSG00000054320","Lrrc36","leucine rich repeat containing 36",270091,-4.92857375354766,-1.85489472598394,12.6849134579392,0.00143636559245139,0.0172732933866893,"down"
"ENSMUSG00000060477","Irak2","interleukin-1 receptor-associated kinase 2",108960,1.01179290302802,5.19013809909964,12.472707119211,0.00143976050480768,0.0172732933866893,"up"
"ENSMUSG00000067597","Dgat2l6","diacylglycerol O-acyltransferase 2-like 6",668257,-4.28642908573952,-1.90551293578428,12.4720494087704,0.00144011095484524,0.0172732933866893,"down"
"ENSMUSG00000058743","Kcnj14","potassium inwardly-rectifying channel, subfamily J, member 14",211480,-3.25162485429147,-1.72320468863671,12.4719130265903,0.00144018363533312,0.0172732933866893,"down"
"ENSMUSG00000026470","Stx6","syntaxin 6",58244,-0.792618569118373,3.74060131242185,12.4711012692532,0.00144061631712136,0.0172732933866893,"down"
"ENSMUSG00000069920","B3gnt9","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",97440,-1.78194697193219,0.40903434870925,12.4676551813679,0.00144245470804079,0.0172823222845248,"down"
"ENSMUSG00000034462","Pkd2","polycystin 2, transient receptor potential cation channel",18764,-0.787770684727163,4.23127880292566,12.4624494465624,0.00144523662176061,0.0173026336302964,"down"
"ENSMUSG00000028329","Xpa","xeroderma pigmentosum, complementation group A",22590,-1.20641953589272,3.57270507877304,12.4541310866819,0.00144969392408357,0.0173380218782356,"down"
"ENSMUSG00000042682","Selenok","selenoprotein K",80795,-1.37945991901461,6.39639647565805,12.4524151643016,0.00145061522609773,0.0173380218782356,"down"
"ENSMUSG00000079560","Hoxa3","homeobox A3",15400,-2.17037872076975,-0.147443916993761,12.4508444928245,0.00145145909462338,0.0173380218782356,"down"
"ENSMUSG00000028047","Thbs3","thrombospondin 3",21827,-2.45256909200514,0.823962033565386,12.4450262867378,0.00145458963658944,0.0173623918916145,"down"
"ENSMUSG00000028111","Ctsk","cathepsin K",13038,-1.77214512556277,1.41050035936715,12.4393104624011,0.00145767218486704,0.0173754989094344,"down"
"ENSMUSG00000025794","Rpl14","ribosomal protein L14",67115,-0.873956766921941,7.54285726680935,12.4389438138456,0.00145787015907833,0.0173754989094344,"down"
"ENSMUSG00000087412","Gm15501","predicted pseudogene 15501",100040298,-3.15593646089063,1.91554247718792,12.4350127815187,0.00145999456846889,0.017385369109012,"down"
"ENSMUSG00000026532","Spta1","spectrin alpha, erythrocytic 1",20739,-5.10955725015118,-2.32028327449881,12.6378283260621,0.0014608819863002,0.017385369109012,"down"
"ENSMUSG00000032285","Dnaja4","DnaJ heat shock protein family (Hsp40) member A4",58233,1.49222694742954,2.80948125707684,12.4215826391699,0.00146727772071611,0.017427897170896,"up"
"ENSMUSG00000015970","Chdh","choline dehydrogenase",218865,2.11861950316005,7.61263329993263,12.4178782495108,0.00146929349685012,0.017427897170896,"up"
"ENSMUSG00000068196","Col8a1","collagen, type VIII, alpha 1",12837,-3.46039468970276,-0.0732684978126703,12.4166188584145,0.00146997948588665,0.017427897170896,"down"
"ENSMUSG00000039263","Npepl1","aminopeptidase-like 1",228961,-0.617926819126541,6.10665999368244,12.4156968849169,0.00147048190295945,0.017427897170896,"down"
"ENSMUSG00000024900","Cpt1a","carnitine palmitoyltransferase 1a, liver",12894,1.5974797635789,8.24389427611492,12.4148815105898,0.0014709263846074,0.017427897170896,"up"
"ENSMUSG00000067780","Pi15","peptidase inhibitor 15",94227,-4.6733963867978,-1.29009292676554,12.4147049363227,0.00147102265890123,0.017427897170896,"down"
"ENSMUSG00000020287","Mpg","N-methylpurine-DNA glycosylase",268395,-0.763397834650885,3.9386275014844,12.4095866749228,0.00147381626547436,0.0174455054757144,"down"
"ENSMUSG00000024127","Prepl","prolyl endopeptidase-like",213760,0.836750374408915,4.70216542531078,12.4035284883289,0.00147713029271157,0.0174455054757144,"up"
"ENSMUSG00000055371","Stam2","signal transducing adaptor molecule (SH3 domain and ITAM motif) 2",56324,0.804012942046954,4.70264049895876,12.4034809693483,0.00147715631891056,0.0174455054757144,"up"
"ENSMUSG00000025041","Nt5c2","5'-nucleotidase, cytosolic II",76952,0.912538998235381,4.94224052674115,12.4026362171608,0.00147761907320796,0.0174455054757144,"up"
"ENSMUSG00000032097","Ddx6","DEAD (Asp-Glu-Ala-Asp) box polypeptide 6",13209,0.858022063587769,6.36096872460194,12.4019647881376,0.00147798699282413,0.0174455054757144,"up"
"ENSMUSG00000059791","Nrm","nurim (nuclear envelope membrane protein)",106582,-1.76528056801745,1.00723524368931,12.3981374067438,0.00148008615219823,0.0174573420751499,"down"
"ENSMUSG00000028383","Hsdl2","hydroxysteroid dehydrogenase like 2",72479,1.47240882902981,6.72478003144415,12.394571940247,0.00148204455612133,0.0174618293741991,"up"
"ENSMUSG00000004371","Il11","interleukin 11",16156,-3.26623859463492,-1.62237382765745,12.3934527269504,0.00148265988280583,0.0174618293741991,"down"
"ENSMUSG00000022512","Cldn1","claudin 1",12737,2.07933776625003,6.50880479317578,12.3789494338532,0.00149065855104074,0.0175430569905556,"up"
"ENSMUSG00000029763","Exoc4","exocyst complex component 4",20336,1.51754844520901,4.87384559481906,12.3656613823258,0.0014980278807109,0.0176167636222745,"up"
"ENSMUSG00000032591","Mst1","macrophage stimulating 1 (hepatocyte growth factor-like)",15235,-1.11653883387746,7.7398639080769,12.3605684426218,0.00150086275006477,0.0176342637427203,"down"
"ENSMUSG00000025144","Cenpx","centromere protein X",20892,-1.0120403945857,5.01130984792142,12.3577797184024,0.00150241748195115,0.0176342637427203,"down"
"ENSMUSG00000003824","Syce2","synaptonemal complex central element protein 2",71846,-1.71416804452403,0.673574595345818,12.3555480717973,0.00150366289101614,0.0176342637427203,"down"
"ENSMUSG00000061048","Cdh3","cadherin 3",12560,-2.86131227399681,0.13851061071214,12.355041271823,0.00150394587468531,0.0176342637427203,"down"
"ENSMUSG00000068587","Mgam","maltase-glucoamylase",232714,1.45322151001629,6.52148936762437,12.3473422956466,0.001508251852503,0.0176601331296239,"up"
"ENSMUSG00000087466","A330041J22Rik","RIKEN cDNA A330041J22 gene",319556,-2.78767665271733,-0.957732954173246,12.3471307636091,0.00150837034831932,0.0176601331296239,"down"
"ENSMUSG00000001506","Col1a1","collagen, type I, alpha 1",12842,-2.40834479937999,4.52958414362452,12.3437833167186,0.00151024685564009,0.017669111449197,"down"
"ENSMUSG00000042606","Hirip3","HIRA interacting protein 3",233876,-1.39228942548344,2.95213293967115,12.3333105209615,0.00151613396595192,0.0177159778602675,"down"
"ENSMUSG00000000631","Myo18a","myosin XVIIIA",360013,0.998841543334699,6.80467278729383,12.3327000164279,0.00151647791393234,0.0177159778602675,"up"
"ENSMUSG00000021904","Sema3g","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G",218877,-3.60317473155331,0.598896026220062,12.3242988870619,0.00152121952840511,0.0177419088795484,"down"
"ENSMUSG00000075590","Nrbp2","nuclear receptor binding protein 2",223649,-1.66157507834691,6.18606135880292,12.3235678990766,0.00152163285529723,0.0177419088795484,"down"
